id,round,subject,category,keyword,score,level,reason,question
q-114-2-5,114회 2교시,송배전공학,발송배전,송전선로,47,core,개념형 표현 5 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,변압기Y-Y결선방식의특징과송전선로에적용시문제점에대하여설명하시오.
q-126-2-3,126회 2교시,송배전공학,발송배전,3권선변압기등가회로,47,core,개념형 표현 5 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"권선등가회로를2권선등가회로로환산하는방법3)변압기의보호방식4)변압기의절연시험종류및원리(5가지이상)3.에너지전환에대비한섹터커플링의개념,기술및활용방안에대하여설명하시오."
q-130-4-5,130회 4교시,계통공학,발송배전,분산전원,46,core,개념형 표현 5 · 핵심 주제 5 · 서술형 요구 · 기본개념 키워드,분산형전원을특고압전력계통에연계시다음사항을설명하시오.1)변압기결선및접지방식에따른전압및보호특성2)연계변압기결선방식의종류및계통에미치는영향(장단점)
q-113-1-13,113회 1교시,발전공학,발송배전,감속재,45,core,개념형 표현 5 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"원자력발전에서감속재(Moderator)의역할,구비조건,종류에대하여각각설명하시오. 청렴은 건전한 국가 재정의 첫걸음"
q-123-4-2,123회 4교시,발전공학,발송배전,가스터빈,45,core,개념형 표현 5 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,가스터빈의특징과장·단점및동작원리에대하여설명하시오.
q-137-3-3,137회 3교시,발전공학,발송배전,SMR,45,core,개념형 표현 5 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"SMR(SmallModularReactor)의정의,주요장·단점및대형원자력발전과특징을비교하여설명하시오."
q-135-1-3,135회 1교시,계통공학,발송배전,전력조류계산,44,core,개념형 표현 6 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,전력조류(powerflow)계산에대하여아래사항을설명하시오.1)정의및목적2)모선의종류3)가우스-자이델법과뉴톤-랍슨법의특징비교
q-104-2-3,104회 2교시,발전공학,발송배전,수력발전,44,core,개념형 표현 4 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,수력발전소에서조압수조(Surgetank)의기능과서징작용(Surging)및조압수조의종류와특징에대하여설명하시오.
q-123-1-12,123회 1교시,발전공학,발송배전,신재생에너지,44,core,개념형 표현 4 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,신재생에너지와관련하여다음사항을각각설명하시오.1)FIT및RPS의목적과차이점2)태양광발전에서한국형FIT제도
q-124-1-8,124회 1교시,발전공학,발송배전,해상풍력발전,44,core,개념형 표현 4 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,원거리대규모해상풍력발전소의계통연계를위한해상및육상전력망구성방법의종류및특징을각각설명하시오.
q-131-1-5,131회 1교시,발전공학,발송배전,냉각재,44,core,개념형 표현 4 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"원자력발전에서냉각재(Coolant)의역할,구비조건,종류에대하여설명하시오."
q-132-2-5,132회 2교시,송배전공학,발송배전,HVDC,44,core,개념형 표현 4 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,HVDC변환설비에대하여다음사항을설명하시오.1)개요2)전류형변환기의종류별주요특징3)전압형변환기의주요특징
q-132-4-2,132회 4교시,발전공학,발송배전,해상풍력발전,43,core,개념형 표현 5 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,해상풍력발전에대하여다음사항을설명하시오.1)필요성2)시스템구성도및원리3)문제점4)출력조정방법
q-134-2-5,134회 2교시,발전공학,발송배전,연료전지,43,core,개념형 표현 5 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,연료전지의다음항목에대하여설명하시오.1)구성요소2)발전원리3)종류별특징
q-137-3-1,137회 3교시,발전공학,발송배전,복합발전,43,core,개념형 표현 5 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,열효율향상을위해적용되는복합발전에대하여다음을설명하시오.1)복합발전의개념2)복합발전의열효율3)가스터빈과증기터빈을조합한복합발전의종류및특징
q-107-3-4,107회 3교시,송배전공학,발송배전,초전도한류기,43,core,개념형 표현 5 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"초전도 한류기의 개요 및 동작특성, 구성도와 동작원리에 대하여 설명하시오"
q-112-1-7,112회 1교시,송배전공학,발송배전,리튬이온축전지,43,core,개념형 표현 5 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,리튬이온축전지에 대하여 다음 내용을 설명하시오. 1) 양극재의 종류 2) 구성 및 원리 3) 장·단점
q-118-2-2,118회 2교시,송배전공학,발송배전,스템송풍방식,43,core,개념형 표현 5 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"전력구풍냉시스템송풍방식의종류,특징및적용기준을설명하시오."
q-130-2-1,130회 2교시,송배전공학,발송배전,가변속양수발전,43,core,개념형 표현 5 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,가변속양수발전소에대하여다음을설명하시오.1)가변속양수발전소의특징2)가변속양수발전소의종류및장단점비교
q-123-1-13,123회 1교시,계통공학,발송배전,CT,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"송전계통의전력전송능력을향상시키기위해사용되는다음의FACTS(FlexibleACTransmissionSystem)기기들의동작원리,적용방법및효과를각각설명하시오.1)STATCOM(StaticCompensator)2)TCSC(ThyristorControlledSeriesCapacitor)3)UPFC(UnifiedPowerFlowController) ※ ."
q-127-1-11,127회 1교시,계통공학,발송배전,양수발전소,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,전력계통에서양수발전소의필요성과물의이용방식에따른종류를설명하시오.
q-128-4-3,128회 4교시,계통공학,발송배전,전력계통신뢰도,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"산업통상자원부에서고시한‘전력계통신뢰도및전기품질유지기준’에서정한상정고장의정의,목적,종류및전기품질유지기준에대하여설명하시오."
q-117-2-5,117회 2교시,발전공학,발송배전,동기발전기,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"동기발전기의 동작원리와 구조를 설명하고, 회전계자형을 채택하는 이유에 대하여 설명하시오 ."
q-121-1-13,121회 1교시,발전공학,발송배전,전력계통안정화장치,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,발전기의여자설비를제어하는전력계통안정화장치(PSS:PowerSystemStabilizer)의설치목적과동작원리를설명하시오.
q-124-4-4,124회 4교시,발전공학,발송배전,화력발전,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,화력발전소에서미세먼지저감을위해사용하는집진기에대하여다음내용을각각설명하시오.1)관속식집진기의원리2)저온전기집진기와고온전기집진기의설치위치를그림으로표현하고특징을비교
q-126-1-3,126회 1교시,발전공학,발송배전,감속재,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"원자력발전소에서사용하는감속재의역할,구비조건및종류를설명하시오."
q-118-1-5,118회 1교시,송배전공학,발송배전,변압기냉각방식,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,지중케이블냉각방식의종류와특징에대하여설명하시오.
q-118-4-4,118회 4교시,송배전공학,발송배전,간부하첨두부하담당발전소,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"1일부하변동과발전소운용의특징및기저부하,중간부하,첨두부하담당발전소의요구조건에대하여각각설명하시오."
q-121-2-2,121회 2교시,송배전공학,발송배전,HVDC,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,전류형초고압직류송전방식(HVDC)에서다음사항을설명하시오. 1)BacktoBack과PointtoPoint방식비교 2)전류실패(CommutationFailure)현상 3)필터(Filter)설치목적
q-121-3-6,121회 3교시,송배전공학,발송배전,유입변압기,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"유입변압기를보호하기위한기계적보호장치를열거하고,동작원리,동작설정값및발생신호(경보,트립)에대하여설명하시오."
q-123-3-5,123회 3교시,송배전공학,발송배전,선택하여특징,42,core,개념형 표현 5 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,개를선택하여특징과장단점에대하여설명하시오.1)(전류)비율차동방식2)리니어커플러(LinearCoupler)방식3)전압차동방식4)위상비교방식5)방향비교방식6)차폐모선방식2-1 5.직류배전을위한반도체변압기기술에대하여설명하시오.
q-128-1-2,128회 1교시,송배전공학,발송배전,중성점접지,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"차측중성점접지 3)1,2차측중성점접지 2.MVDC(Medium-VoltageDirectCurrent)의정의,구성,특징에대하여설명하시오."
q-132-2-2,132회 2교시,송배전공학,발송배전,부하관리,42,core,개념형 표현 4 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"부하관리와부하제어에대하여다음사항을설명하시오.1)부하관리의개념과종류2)직접부하제어의개요,종류및제어시스템"
q-130-3-3,130회 3교시,발전공학,발송배전,해상풍력발전,41,core,개념형 표현 5 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,해상풍력발전소의건설이활성화됨에따라해저케이블의적용도빈번해지고있다.154kVAC해저케이블에대하여다음을설명하시오.1)구조및특징2)해저케이블보호공법에서매설및비매설공법에대하여비교설명
q-113-4-5,113회 4교시,송배전공학,발송배전,디지털보호계전기,41,core,개념형 표현 4 · 핵심 주제 4 · 서술형 요구 · 기본개념 키워드,"디지털보호계전기의구성도를그리고목적,장단점,주요구성요소를각각설명하시오."
q-128-4-4,128회 4교시,송배전공학,발송배전,차단기,41,core,개념형 표현 4 · 핵심 주제 4 · 서술형 요구 · 기본개념 키워드,변전소에서차단기의개폐조작에따른차단기의가혹차단현상에대하여종류별개념및그대책을설명하시오.
q-108-1-3,108회 1교시,계통공학,발송배전,그특징,40,core,개념형 표현 4 · 핵심 주제 6 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,국내345kV계통에적용하고있는보호계전방식과그특징을설명하시오.
q-129-2-2,129회 2교시,발전공학,발송배전,태양광발전,40,core,개념형 표현 4 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"태양광발전의보급확대에따른배전계통운영자(DSO:DistributionSystemOperator)의출현배경,정의및역할에대하여설명하시오."
q-133-1-2,133회 1교시,발전공학,발송배전,수차발전기와터빈발전기,40,core,개념형 표현 5 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 계산형 신호 1,"수차발전기와터빈발전기의아래항목에대한차이점을비교하여설명하시오.(회전수와극수,회전자구조,발전기형식,단락비,출력특성)"
q-135-4-5,135회 4교시,발전공학,발송배전,열전현상을이용한발전기,40,core,개념형 표현 4 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"열전현상을이용한발전기에대하여다음사항을설명하시오.1)Seeback현상과펠티에효과2)열전기발전기의정의,원리3)열전기발전기의구조및발생전력4)열전기발전기의향후전망"
q-104-4-4,104회 4교시,송배전공학,발송배전,HVDC,40,core,개념형 표현 4 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"HVDC(HighVoltageDirectCurrent)시스템구성설비중다음사항에대하여설명하시오.(1)필터설계시주의사항,최소용량,설치목적(2)시스템에서발생되는고조파가각종기기에미치는영향"
q-117-1-9,117회 1교시,송배전공학,발송배전,재생에너지개발이용보급촉진법에,40,core,개념형 표현 4 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"신에너지 및 재생에너지 개발·이용·보급 촉진법에 의한 신에너지와 재생에너지의 종류를 분류하고, 신재생에너지의 일반적인 장점에 대하여 설명하시오. 수험 번호 성 명"
q-117-4-6,117회 4교시,송배전공학,발송배전,관대지전위차管對地電位差,40,core,개념형 표현 4 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"지중에 매설된 금속 구조물의 전기적인 부식현상을 방지하기 위해서는 전기방식 설비를 설치하고, 주기적으로 관대지전위차(管對地電位差)를 측정하여 관리한다. 관대지전위차에 대해서 설명하고, 측정목적과 측정방법 및 평가기준에 대하여 설명 하시오."
q-124-2-1,124회 2교시,송배전공학,발송배전,가상발전소,40,core,개념형 표현 4 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"가상발전소(VPP,VirtualPowerPlant)의개념,종류,운영효과를각각설명하시오."
q-124-2-5,124회 2교시,송배전공학,발송배전,배전지중케이블,40,core,개념형 표현 4 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,배전지중케이블열화와관련한다음사항을설명하시오.1)지중케이블의열화형태2)VLF(VeryLowFrequeny)진단법을채용하는이유와VLF진단항목의종류3)DC내전압시험과VLF진단법의차이점
q-132-2-3,132회 2교시,송배전공학,발송배전,분산전원,40,core,개념형 표현 4 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,신재생에너지등분산형전원의특징과연계운전에따른문제점및대책을설명하시오.
q-134-4-6,134회 4교시,송배전공학,발송배전,배전선,40,core,개념형 표현 4 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"배전선로개폐장치의다음항목에대하여설명하시오.1)차단장치와개폐장치의정의2)개폐장치의설치목적3)가스절연부하개폐기(G/S),자동선로구분개폐기(S/E),고장구간자동개폐기(ASS),자동부하전환개폐기(ALTS)의배전선로적용사항"
q-112-3-2,112회 3교시,계통공학,발송배전,안정도종류,39,core,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,1기 무한대 계통의 안정도 종류와 특징에 대하여 설명하시오.
q-124-3-5,124회 3교시,계통공학,발송배전,ESS,39,core,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,에너지저장장치(ESS)의종류및전력계통에ESS적용을통해얻을수있는효과를설명하시오.
q-131-2-3,131회 2교시,계통공학,발송배전,전력계통유효접지,39,core,개념형 표현 4 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구,"전력계통유효접지방식의개념및장,단점을설명하시오."
q-133-3-3,133회 3교시,계통공학,발송배전,고조파,39,core,개념형 표현 4 · 핵심 주제 3 · 서술형 요구 · 기본개념 키워드,"전력계통에는전압및역률개선목적으로콘덴서를설치하는데,콘덴서회로에고조파전류유입시전력설비에미치는영향과대책에대하여설명하시오."
q-134-1-5,134회 1교시,계통공학,발송배전,STATCOM,39,core,개념형 표현 4 · 핵심 주제 3 · 서술형 요구 · 기본개념 키워드,"무효전력보상장치인STATCOM(StaticSynchronousCompensator)의다음항목에대하여설명하시오.1)제어원리2)동기조상기,SVC대비장점3)적용효과"
q-137-2-5,137회 2교시,계통공학,발송배전,CT,39,core,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,교류전력계통에전력용반도체스위칭소자를이용한유연송전기술(FACTS:FlexibleACTransmissionSystem)의다음을설명하시오.1)도입배경및설치효과2)FACTS설비의종류와특징(사이리스터제어설비와인버터응용설비로구분)
q-104-3-3,104회 3교시,발전공학,발송배전,화력발전,39,core,개념형 표현 3 · 핵심 주제 5 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,화력발전소에서급수순환방법에의한보일러종류와특징에대하여설명하시오.
q-108-3-4,108회 3교시,발전공학,발송배전,화력발전,39,core,개념형 표현 4 · 핵심 주제 3 · 서술형 요구 · 기본개념 키워드,화력발전에서사용되는미분탄연소방식의장단점및버너에분배하는방법에따른종류에대해설명하시오.
q-112-1-8,112회 1교시,발전공학,발송배전,원자력발전,39,core,개념형 표현 3 · 핵심 주제 5 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,APR-1400 원자력발전소의 개요 및 특징에 대하여 설명하시오.
q-114-3-2,114회 3교시,발전공학,발송배전,수력발전,39,core,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,수력발전소의종류를운용방법에따라분류하고설명하시오.
q-119-4-2,119회 4교시,발전공학,발송배전,화력발전,39,core,개념형 표현 4 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구,"수력발전설비의수차(WaterTurbine)에서발생하는공동현상(CavitationPhenomena)과화력발전설비에서발생하는비등현상(EbullitionPhenomena)을정의하고,상평형선도(TypicalPhaseDiagram)를이용하여공통점과차이점을설명하시오."
q-120-1-9,120회 1교시,발전공학,발송배전,수력발전,39,core,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,수력발전에서조압수조(SurgeTank)의기능과종류에대하여설명하시오.
q-124-1-1,124회 1교시,발전공학,발송배전,태양광발전,39,core,개념형 표현 3 · 핵심 주제 5 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,태양광모듈구성시설치하는바이패스와블로킹(Blocking)소자의설치목적및회로구성에대하여각각설명하시오.
q-124-1-12,124회 1교시,발전공학,발송배전,수력발전,39,core,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,수력발전에서사용하는흡출관(DraftTube)의기능과베르누이정리를이용한원리에대하여설명하시오.
q-134-1-9,134회 1교시,발전공학,발송배전,풍력발전,39,core,개념형 표현 3 · 핵심 주제 5 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,한국전기설비규정(KEC)에따른풍력발전기운전중발생하는이상상태의종류및영향에대하여설명하시오.
q-135-3-4,135회 3교시,발전공학,발송배전,주파수제어,39,core,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,주파수·유효전력제어의다음사항을설명하시오.1)발전기와부하의주파수특성및제어원리2)연계계통의주파수제어방식3)주파수제어와경제부하배분과협조
q-107-1-13,107회 1교시,송배전공학,발송배전,중성점접지리액터,39,core,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,중성점 접지 계 통 에서 NGR(Neutral Ground Reactorl 설치목적과 적용개소에 대하여 설명하시오
q-123-1-5,123회 1교시,송배전공학,발송배전,복합발전,39,core,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,복합사이클(CombinedCycle)발전플랜트의기본개념과특징에대하여설명하시오.
q-124-4-1,124회 4교시,송배전공학,발송배전,발전측면송배전측면판매측면소비자측면,39,core,개념형 표현 3 · 핵심 주제 5 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"수요반응(DemandResponse)의정의및종류를기술하고,발전측면,송배전측면,판매측면,소비자측면에서기대효과를설명하시오."
q-135-1-2,135회 1교시,송배전공학,발송배전,HVDC,39,core,개념형 표현 3 · 핵심 주제 5 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"전류형HVDC의일반적인구성도를그리고,주요설비의명칭및역할을설명하시오."
q-136-1-6,136회 1교시,송배전공학,발송배전,지열발전,39,core,개념형 표현 3 · 핵심 주제 7 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,지열발전소의개요와종류에대하여설명하시오.
q-112-4-3,112회 4교시,계통공학,발송배전,한류기,38,core,개념형 표현 4 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"전력계통에 설치하는 한류기(Current Limitter)의 동작원리, 설치효과 및 종류별 특성에 대하여 설명하시오."
q-122-4-3,122회 4교시,계통공학,발송배전,철공진,38,core,개념형 표현 4 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"전력계통에서철심포화현상으로발생하는공진현상,공진종류,공진조건및대책을각각설명하시오."
q-127-3-3,127회 3교시,계통공학,발송배전,리액터종류,38,core,개념형 표현 4 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"전력계통에설치되는직렬리액터,분로(병렬)리액터,한류리액터및소호리액터의사용목적과특징에대하여각각설명하시오."
q-107-3-2,107회 3교시,발전공학,발송배전,정동작,38,core,개념형 표현 4 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,연료전지의 종류 와 특정 동작원리에 대하여 설명하시오
q-121-2-4,121회 2교시,송배전공학,발송배전,마이크로그리드,38,core,개념형 표현 4 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"마이크로그리드의정의,특징,기대효과,구성요소에대하여설명하시오."
